AUC,FalseNegatives,FalsePositives,Precision,Recall,TrueNegatives,TruePositives,accuracy,loss,val_AUC,val_FalseNegatives,val_FalsePositives,val_Precision,val_Recall,val_TrueNegatives,val_TruePositives,val_accuracy,val_loss
0.5581785440444946,6047.0,4855.0,0.5514183044433594,0.49671244621276855,7160.0,5968.0,0.5463171005249023,0.7400479316711426,0.6297183036804199,1217.0,101.0,0.7262872457504272,0.18047137558460236,1384.0,268.0,0.5562289357185364,0.7844870686531067
0.6594340801239014,4397.0,4791.0,0.6139092445373535,0.6340407729148865,7224.0,7618.0,0.6176446080207825,0.6851164102554321,0.7035125494003296,740.0,355.0,0.6772727370262146,0.5016834735870361,1130.0,745.0,0.631313145160675,0.717356264591217
0.7238657474517822,3387.0,4629.0,0.6508259773254395,0.7181023955345154,7386.0,8628.0,0.6664170026779175,0.640613853931427,0.7800920605659485,152.0,794.0,0.6267042756080627,0.8976430892944336,691.0,1333.0,0.6814814805984497,0.6295849680900574
0.7379443645477295,3124.0,4597.0,0.6591785550117493,0.7399916648864746,7418.0,8891.0,0.6786932945251465,0.6238606572151184,0.6677656173706055,757.0,435.0,0.6259673237800598,0.49023568630218506,1050.0,728.0,0.5986531972885132,0.7459723949432373
0.7508943676948547,2943.0,4629.0,0.6621414422988892,0.7550562024116516,7386.0,9072.0,0.6848939061164856,0.6087880730628967,0.7582316994667053,507.0,438.0,0.6906779408454895,0.6585858464241028,1047.0,978.0,0.6818181872367859,0.6144700050354004
0.7598567605018616,3081.0,4393.0,0.6703684329986572,0.7435705661773682,7622.0,8934.0,0.6889721155166626,0.5959082841873169,0.6352034211158752,930.0,334.0,0.6242969632148743,0.3737373650074005,1151.0,555.0,0.5744107961654663,0.8897443413734436
0.7747976779937744,2998.0,4064.0,0.6893203854560852,0.7504785656929016,7951.0,9017.0,0.7061173319816589,0.5779733061790466,0.7756744027137756,389.0,521.0,0.6777983903884888,0.7380471229553223,964.0,1096.0,0.6936026811599731,0.5790751576423645
0.7893668413162231,3055.0,3716.0,0.706847608089447,0.7457345128059387,8299.0,8960.0,0.718227207660675,0.561784565448761,0.7644616961479187,364.0,548.0,0.6716596484184265,0.7548821568489075,937.0,1121.0,0.6929292678833008,0.5875595211982727
0.7979496121406555,2916.0,3647.0,0.7138710021972656,0.7573033571243286,8368.0,9099.0,0.726883053779602,0.5500195622444153,0.7028452157974243,593.0,472.0,0.6539589166641235,0.6006733775138855,1013.0,892.0,0.6414141654968262,0.644139289855957
0.8088231086730957,2785.0,3619.0,0.7183438539505005,0.7682064175605774,8396.0,9230.0,0.7334997653961182,0.5356274247169495,0.7747597098350525,822.0,204.0,0.7647058963775635,0.4464646577835083,1281.0,663.0,0.6545454263687134,0.6599979400634766
0.7908456325531006,2909.0,3899.0,0.7001922130584717,0.7578859925270081,8116.0,9106.0,0.7166875004768372,0.5570336580276489,0.7892122268676758,537.0,342.0,0.734883725643158,0.6383838653564453,1143.0,948.0,0.7040404081344604,0.5821889638900757
0.7955917716026306,2870.0,3771.0,0.7080365419387817,0.7611319422721863,8244.0,9145.0,0.7236371040344238,0.5514079332351685,0.801018476486206,504.0,348.0,0.7381489872932434,0.6606060862541199,1137.0,981.0,0.713131308555603,0.5743943452835083
0.8081786036491394,2878.0,3632.0,0.7155611515045166,0.7604660987854004,8383.0,9137.0,0.7290886640548706,0.5368852019309998,0.7390440702438354,513.0,470.0,0.6740638017654419,0.6545454263687134,1015.0,972.0,0.6690235733985901,0.647216260433197
0.8181455731391907,2702.0,3451.0,0.7296302318572998,0.7751144170761108,8564.0,9313.0,0.7439450621604919,0.5255797505378723,0.8345824480056763,184.0,591.0,0.687632143497467,0.8760942816734314,894.0,1301.0,0.7390572428703308,0.5438376069068909
0.8280581831932068,2591.0,3420.0,0.7337278127670288,0.7843528985977173,8595.0,9424.0,0.749854326248169,0.5117577314376831,0.8242481350898743,422.0,324.0,0.7664023041725159,0.7158249020576477,1161.0,1063.0,0.7488215565681458,0.5457385778427124
0.8362930417060852,2537.0,3273.0,0.743314266204834,0.7888472676277161,8742.0,9478.0,0.7582188844680786,0.500839352607727,0.8162246346473694,256.0,560.0,0.6869759559631348,0.8276094198226929,925.0,1229.0,0.7252525091171265,0.5254706144332886
0.8458800315856934,2458.0,3148.0,0.752223551273346,0.795422375202179,8867.0,9557.0,0.766708254814148,0.48807772994041443,0.8252354860305786,199.0,599.0,0.6822280883789062,0.8659932613372803,886.0,1286.0,0.7313131093978882,0.5259294509887695
0.8531667590141296,2281.0,3151.0,0.7554520964622498,0.8101539611816406,8864.0,9734.0,0.7739492058753967,0.47633013129234314,0.7815887331962585,520.0,372.0,0.7217651605606079,0.6498316526412964,1113.0,965.0,0.6996632814407349,0.592389702796936
0.8611770868301392,2196.0,3090.0,0.7606320977210999,0.8172284364700317,8925.0,9819.0,0.7800249457359314,0.4657468795776367,0.8472595810890198,213.0,510.0,0.7138047218322754,0.8565656542778015,975.0,1272.0,0.7565656304359436,0.5049058794975281
0.8717654347419739,2077.0,2971.0,0.769850492477417,0.8271327614784241,9044.0,9938.0,0.7899292707443237,0.4494522213935852,0.798973798751831,536.0,320.0,0.7478329539299011,0.6390572190284729,1165.0,949.0,0.7117844820022583,0.5823708176612854
0.8746517300605774,2076.0,2907.0,0.7737038731575012,0.8272159695625305,9108.0,9939.0,0.7926341891288757,0.4432702958583832,0.828249454498291,351.0,389.0,0.7445830702781677,0.7636363506317139,1096.0,1134.0,0.7508417367935181,0.5357042551040649
0.8842800259590149,1941.0,2842.0,0.7799628376960754,0.8384519219398499,9173.0,10074.0,0.8009571433067322,0.42819657921791077,0.8263275027275085,262.0,533.0,0.696469247341156,0.8235689997673035,952.0,1223.0,0.7323232293128967,0.5479493141174316
0.8939518928527832,1785.0,2742.0,0.7886216640472412,0.8514357209205627,9273.0,10230.0,0.8116104602813721,0.41052666306495667,0.7960033416748047,423.0,425.0,0.7141896486282349,0.7151514887809753,1060.0,1062.0,0.7144781351089478,0.6243664622306824
0.9049043655395508,1738.0,2560.0,0.8005764484405518,0.8553474545478821,9455.0,10277.0,0.8211402297019958,0.3910497725009918,0.8096497654914856,376.0,425.0,0.7229465246200562,0.7468013763427734,1060.0,1109.0,0.7303030490875244,0.5697684288024902
0.9177490472793579,1627.0,2273.0,0.8204723000526428,0.8645859360694885,9742.0,10388.0,0.8377028703689575,0.3650737404823303,0.7826893329620361,679.0,265.0,0.752567708492279,0.542760968208313,1220.0,806.0,0.6821548938751221,0.8584413528442383
0.9313073754310608,1447.0,2047.0,0.8377328515052795,0.8795672059059143,9968.0,10568.0,0.8545984029769897,0.3345195949077606,0.8398945927619934,266.0,471.0,0.721301794052124,0.8208754062652588,1014.0,1219.0,0.7518518567085266,0.546146035194397
0.9389767646789551,1353.0,1882.0,0.8499681353569031,0.8873907327651978,10133.0,10662.0,0.8653765916824341,0.3157975673675537,0.827785849571228,255.0,506.0,0.7085253596305847,0.8282828330993652,979.0,1230.0,0.7437710165977478,0.6465209722518921
0.9494837522506714,1224.0,1649.0,0.8674437403678894,0.8981273174285889,10366.0,10791.0,0.8804411292076111,0.28920161724090576,0.8302474617958069,458.0,307.0,0.769865095615387,0.6915825009346008,1178.0,1027.0,0.7424242496490479,0.5982334613800049
0.9587513208389282,1094.0,1503.0,0.8790244460105896,0.9089471697807312,10512.0,10921.0,0.8919267654418945,0.26156067848205566,0.8122121691703796,328.0,466.0,0.7128773927688599,0.7791245579719543,1019.0,1157.0,0.7326599359512329,0.6751791834831238
0.9660676121711731,1005.0,1312.0,0.8935237526893616,0.9163545370101929,10703.0,11010.0,0.9035788774490356,0.23783360421657562,0.8173880577087402,443.0,344.0,0.7518037557601929,0.701683521270752,1141.0,1042.0,0.7350168228149414,0.6653687953948975
